LAMMPS data file via write_data, version 2 Aug 2023, timestep = 4110679, units = metal

3000 atoms
2 atom types

-0.6467882141303072 34.82008639361604 xlo xhi
-0.6467882141303072 34.82008639361604 ylo yhi
-0.6467882141303072 34.82008639361604 zlo zhi

Masses

1 15.999
2 28.085

Atoms # charge

488 2 0 2.1165411344781995 2.4703279666828264 1.1741064610634013 0 0 1
838 1 0 3.5750487812609983 3.8918058009688377 4.693446256103745 1 0 1
1932 1 0 0.7083107559539414 2.9005288954812474 1.9316689431674754 0 -2 2
1598 2 0 4.2287434606664815 2.9993243640692753 3.5020879896434542 0 0 -1
2816 1 0 3.2134133238090605 2.6461453020153534 2.372809106499476 0 2 0
139 1 0 1.9269895911818207 0.9241656646747417 0.8525396765003794 -1 1 0
1048 1 0 4.581739061864039 1.5594206740171177 4.247324709272709 1 0 1
2021 2 0 3.8255940057608946 0.11185492139235419 4.039615791982309 1 2 1
1004 1 0 3.9590948318164267 5.659899978788699 0.7457389805740915 0 1 0
2248 1 0 2.710068982209877 3.4134740903096894 -0.043564927147797625 1 0 0
1197 1 0 2.2905611637501937 0.22138922295861818 4.6004267403688806 0 0 0
366 2 0 4.019315196826472 4.037633716279106 6.304096227515955 0 1 1
289 2 0 3.3000742090528337 4.842197399374704 -0.523750754023352 0 0 0
1316 1 0 4.053166300813588 -0.5304575198746333 2.570578502875748 1 2 1
498 2 0 1.5013626061790994 -0.3213335790069054 5.975598693712895 0 1 2
2259 1 0 16.737599841914946 2.456084402409033 6.172739236638446 -1 0 1
2391 2 0 8.646080220131326 1.346622415933537 6.112383858907103 0 0 1
1629 1 0 5.561471601830975 3.6243680909205143 2.883712799529273 0 0 0
889 1 0 10.145898096288997 1.1994649954480219 5.570373855491924 0 0 1
1595 2 0 7.093041163351695 4.1858765397414945 2.9769865450403805 1 0 0
1712 1 0 8.041362577451105 3.1350927240558737 2.2717145411585116 1 0 -1
142 2 0 9.162873380171561 2.0691453619077342 1.7913114292174082 0 1 1
1613 1 0 9.124438624433884 0.859877977934332 2.809833866359553 0 1 2
2316 1 0 7.391142789294596 4.4191630783506035 4.507150229778117 1 0 1
2 1 0 7.097189994287484 5.5919862031407135 2.122265074952801 -1 0 1
802 1 0 7.756647911060137 0.5330379376273137 5.074690599554291 2 0 0
2716 1 0 8.797101735200643 1.5761052011283647 0.30679507322164706 0 0 1
2937 2 0 8.073337012540534 -0.08624594673098705 3.6081207137980904 1 0 1
2702 1 0 10.530094057363476 2.92681550488203 1.8065109675483448 0 -1 0
2132 2 0 7.260415915587196 4.1939379634165705 6.053359669632789 2 -1 -1
2215 1 0 6.756959491481227 -0.2824898951934673 2.7261491991376405 0 0 1
2831 2 0 13.07490611981645 4.085045258330957 6.095506930282587 2 0 0
532 1 0 17.03285644948021 5.794993895385043 1.196947822077405 0 -1 0
2749 1 0 11.825658693165444 3.821840399335772 -0.38644991191365197 1 0 1
1423 2 0 13.851859949049272 0.7593623408220653 1.338419189277209 0 -1 1
141 1 0 12.784063952547486 0.8063583803776927 5.1843337570843735 0 1 1
2137 1 0 16.363420625764576 5.111978686842667 6.253233724421173 -1 0 1
1902 2 0 1.415132295964527 -0.6261321285021123 0.36761124380655147 1 0 0
1238 2 0 11.643957659764222 1.3898944464971306 6.1997394190951365 1 0 0
2867 1 0 13.002753949269891 3.8413287175836057 1.8753228281278462 0 -1 1
104 2 0 16.623532777754754 2.208249572756394 1.4917151266906614 -2 0 1
2028 1 0 16.84217782300218 3.4869941630246135 2.395206957890499 1 1 0
